id,url,name,since,about,response_time,response_rate,acceptance_rate,is_superhost,thumbnail_url,picture_url,neighbourhood,listings_count,total_listings_count,verifications,has_profile_pic,identity_verified,calculated_host_listings_count,city,state,country
4884977,https://www.airbnb.com/users/show/4884977,Shane,2013-01-28,"Hello, I'm Shane! Sharing my home, the Villa is a great passion of mine! Marching on City Hall in support of Airbnb was a great experience that I'm proud to be a part of. Having hosted over 500 guests, I am very pleased to be part of the process of transforming Portland's sharing economy! Shared experiences, shared recourses, shared lives!

I'm an outgoing health & fitness enthusiast! I own 503-MASSAGE as an LMT and I'm also a CPT Certified Personal Trainer, 'changing people lives one rep at a time!' Graduating from PSU with a minor in Dance, and I've been dancing ever since!

I'm well travelled and respectful all the many different & amazing cultures. I am very appreciative of the hospitality received from people I've met all over the world! This year I hope to explore my 6th continent!

With so much travel experience, it's only natural to offer other travelers a safe and stylish place to stay while they explore the wonderful city of Portland and it's surrounding beauty.

I am grateful to be doing something I love and grateful to see like minded people share my home and city. I was lucky enough to grow up in Portland so I know a lot about the city. I moved away to Hawaii to go to massage school and returned home with a greater feeling of appreciation for this city and I never plan to leave again! Soo if you need a massage... Feel free to contact me with any questions :)

'Do what you love and always make time to dance!'  cheers, Shane",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/1c0bf4e3-3332-4814-915a-ba94c0b8eacc.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/1c0bf4e3-3332-4814-915a-ba94c0b8eacc.jpg?aki_policy=profile_x_medium,Mt. Tabor,4,4,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,4,Portland, Oregon, United States
12994901,https://www.airbnb.com/users/show/12994901,Tami,2014-03-10,"",within a day,100,N/A,f,https://a2.muscache.com/im/users/12994901/profile_pic/1394839465/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/12994901/profile_pic/1394839465/original.jpg?aki_policy=profile_x_medium,Pearl,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
5050600,https://www.airbnb.com/users/show/5050600,Zoe And Jonathan,2013-02-11,"We have spent most of our lives moving around and visiting various places around the world until finally joining forces in 2010 for a cross country road trip in search of a new place to settle. The natural beauty and local culture is what drew us to Portland and now that we've been living here for a few years, we're sure we made the right choice!

We love photography, movies, dogs, bike riding, road trips, camping, canoeing, snowboarding, and rummaging through estate sales for odd things to put in our house.",within an hour,100,N/A,t,https://a2.muscache.com/im/users/5050600/profile_pic/1437439023/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/5050600/profile_pic/1437439023/original.jpg?aki_policy=profile_x_medium,Cully,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
74895842,https://www.airbnb.com/users/show/74895842,Katherine,2016-05-30,"      Once a restless traveler myself, the tables have turned and I can delight in hosting others.  I have come back to roost in my home town and have learned to love it in a new way, despite its growing unaffordability.  I am not a die-hard capitalist, rather I see Airbnb as an opportunity for mutual benefit.  I can offer an economic way to experience the wonderful parts of this region (so you can save your money for great food, drink, art, music, and outdoor adventures) and boost quality of life for my son and I.  Welcome to my city!",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/5e8fafaf-7eb7-4a37-85cc-f3cb23f108cd.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/5e8fafaf-7eb7-4a37-85cc-f3cb23f108cd.jpg?aki_policy=profile_x_medium,Powellhurst-Gilbert,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,3,Portland, Oregon, United States
23667129,https://www.airbnb.com/users/show/23667129,Thomas,2014-11-12,"",within a few hours,100,N/A,f,https://a2.muscache.com/im/pictures/0cb058a2-882e-49c1-b7ef-6e64510b8803.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/0cb058a2-882e-49c1-b7ef-6e64510b8803.jpg?aki_policy=profile_x_medium,Downtown,1,1,"['email', 'phone', 'reviews']",t,f,1,Silver Spring, Maryland, United States
650158,https://www.airbnb.com/users/show/650158,Amy,2011-06-01,"Hi! I'm a lover of  natural and simple living and an appreciator of the urban landscape.  I get the best of both worlds in Portland Oregon!  I do love to travel but don't get to as much as I'd like.  I am mom to two bright, inquisitive and beautiful children whom I am not ashamed to admit my world revolves around.  I am fun, adventurous and in severe need of much more time to enjoy even more life!!  

I've recently become a licensed esthetician which means if you'd like to book a facial or some other indulgent skin/body treatment while on vacation at my place, let me know!   I can provide services onsite, too!  Feel free to contact me for more information!

Looking forward to meeting!",within an hour,100,N/A,t,https://a2.muscache.com/im/users/650158/profile_pic/1435590177/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/650158/profile_pic/1435590177/original.jpg?aki_policy=profile_x_medium,Piedmont,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,2,Portland, Oregon, United States
11540368,https://www.airbnb.com/users/show/11540368,Anne,2014-01-22,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/2721520c-0eb8-49f9-9ebe-2feaf7724083.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/2721520c-0eb8-49f9-9ebe-2feaf7724083.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
19743762,https://www.airbnb.com/users/show/19743762,Trevor,2014-08-09,"I consider myself a nomad. Spent last year traveling in Peru, Southeast Asia, Northern England and Latvia. Enjoy living in Portland and like sharing my knowledge of the town with guests.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/19743762/profile_pic/1407613799/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19743762/profile_pic/1407613799/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
2100802,https://www.airbnb.com/users/show/2100802,Tatiana,2012-04-09,I'm a young professional and travel for work. I love cooking and enjoying a nice bottle of wine. ,within a day,67,N/A,f,https://a0.muscache.com/im/users/2100802/profile_pic/1386432801/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2100802/profile_pic/1386432801/original.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
1881674,https://www.airbnb.com/users/show/1881674,Jennifer,2012-03-08,"Thinker, Designer, Writer & Entrepreneur. ",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/b825bd43-4d11-4a6e-ba4c-2d4fde9d7390.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/b825bd43-4d11-4a6e-ba4c-2d4fde9d7390.jpg?aki_policy=profile_x_medium,Mt. Tabor,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
5168525,https://www.airbnb.com/users/show/5168525,Victoria,2013-02-21,"Professional, active female. Longtime Portland resident. I rent out my 1 bedroom apartment when I am not in town. 

Thank you for your inquiry, please contact me with any questions, I am quite flexible with arrangements and can possibly provide transportation from airport, train station, and more.
",within a few hours,100,N/A,f,https://a2.muscache.com/im/users/5168525/profile_pic/1361473086/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/5168525/profile_pic/1361473086/original.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
31823077,https://www.airbnb.com/users/show/31823077,Karen,2015-04-23,"We are native to Portland Oregon, have been in the real estate industry around town forever, and love hosting new friends on Airbnb! 

Hosting is fun! The place is pretty self-explanatory, and unless you need something I'm inclined to leave you to it. We know this town very well, if you are looking for a certain style/genre/scene I may be able to point you in a direction.

My travel style is usually pretty spontaneous, booking a flight and finding a place a day or 2 before leaving is perfect for me, and some trips get planned out, depends on the mood.",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/2107e7b3-d56f-40b6-9c5a-1abc052a5353.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/2107e7b3-d56f-40b6-9c5a-1abc052a5353.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'government_id']",t,t,4,Portland, Oregon, United States
1955110,https://www.airbnb.com/users/show/1955110,Ashlee,2012-03-18,"I am a medical student at NCNM. I enjoy hiking, photography, knitting, reading, craft beer, and good company. ",within a few hours,100,N/A,f,https://a1.muscache.com/im/users/1955110/profile_pic/1443201669/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/1955110/profile_pic/1443201669/original.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,1,Portland, Oregon, United States
8179306,https://www.airbnb.com/users/show/8179306,Karen,2013-08-15,"Karen Hery is 49 from Portland, OR.  My partner, Walker, is 66.  We love Portland and spend lots of time in the out of doors.  We are foodies and have sampled many of the restaurants around town at all price points.",N/A,,N/A,f,https://a1.muscache.com/im/users/8179306/profile_pic/1437178758/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/8179306/profile_pic/1437178758/original.jpg?aki_policy=profile_x_medium,Mt. Tabor,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
3725504,https://www.airbnb.com/users/show/3725504,Deborah,2012-10-01,"Your hosts are Deborah and Eric along with their children Zoe and Owen. Most often you'll be communicating with me, Deborah. I've spent most of my professional life working on food and agriculture issues. I am always, always thinking about my next meal. Eric is a nurse at OHSU. In a previous life he was a landscape architect. Zoe is a busy 10th grader, and Owen is an equally active 7th grader. Our dog Eddy is named after a river eddy. People hear ""Eddie"" and assume she's a he. Now you are in the know on that one. 

This is the third (and final!) Portland home we've renovated. We're completely done on the inside, but the outside is still a work in progress. Eric is on it! 
",within an hour,100,N/A,f,https://a1.muscache.com/im/users/3725504/profile_pic/1359217368/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/3725504/profile_pic/1359217368/original.jpg?aki_policy=profile_x_medium,Reed,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
36636311,https://www.airbnb.com/users/show/36636311,Aaron & Jess,2015-06-24,"Enjoy BBQ's, spending time with family and friends, enjoy craft beers, working on a collection of funny t shirts, I wear flip flops all year round. A ping pong fan, tennis and golf. I share my home with my wife, we both regular office jobs. Julio and Penny also live with us Julio is our fiesty chihuahua mix and Penny is our precious mini pincher.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/36636311/profile_pic/1435171556/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36636311/profile_pic/1435171556/original.jpg?aki_policy=profile_x_medium,Overlook,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
40900726,https://www.airbnb.com/users/show/40900726,Ron,2015-08-08,"Hello,
My name is Ron.  I am an exercise physiologist and work in cardiopulmonary rehab helping people to improve their health.  To keep myself fit, I walk, exercise, kayak, hike, bike, x-country ski, snow shoe,  and swing dance.  I enjoy completing small house projects and spending time with my family.",within a few hours,100,N/A,f,https://a2.muscache.com/im/pictures/49cdd92f-b34b-49f5-bdca-fba7cbf268f5.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/49cdd92f-b34b-49f5-bdca-fba7cbf268f5.jpg?aki_policy=profile_x_medium,Lents,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
751219,https://www.airbnb.com/users/show/751219,Ryan & Lorelei,2011-06-27,"As an active family that often travels for work and fun (both with and without our kids), we've become real fans of AirBnB as guests. We're now very happy as AirBnB hosts to share the beautiful guest apartment that we furnished in our house for our family and friends. We've lived in Idaho, Chicago, up and down the I-5 corridor (Seattle to Eugene), with stints in Ecuador and Trinidad. We're now very happily settled out in Portland. We love traveling, especially here in the Pacific Northwest, but also throughout the country and internationally. When we travel, we appreciate the serendipitous experiences that find us when we act as humble guests in the local scene, and we try to avoid the culture-consumer tourist mode. When we do, we happily find what the place would like to share with us, rather than looking for what we would like to take from it. And an important part of why we travel and host: We love to meet people of all faiths, cultures, identities and orientations. We are safe, welcoming hosts and gracious guests - not regardless of, but because of who you are.",within an hour,100,N/A,t,https://a2.muscache.com/im/pictures/d084f46b-f4ea-4313-9729-771cfab787e7.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/d084f46b-f4ea-4313-9729-771cfab787e7.jpg?aki_policy=profile_x_medium,St. Johns,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
8162934,https://www.airbnb.com/users/show/8162934,Rob,2013-08-14,"I'm a touring musician, and environmental consultant. Traveling is a regular part of my routine, and so my home is often available for rental. Similarly, I'm often looking for places to stay for a week or more at a time.
",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/53af4162-e725-4f7b-99d1-36f3a8bafcb6.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/53af4162-e725-4f7b-99d1-36f3a8bafcb6.jpg?aki_policy=profile_x_medium,Old Town/Chinatown,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
34646,https://www.airbnb.com/users/show/34646,Patricia,2009-08-28,"I am outgoing, responsible and fun.  We have really enjoyed getting to know everyone through Airbnb (all our guests have been so wonderful!).  The cottage is so private, that while we are steps away in the main house we sometimes don't connect with everyone.  (Work, travel, and raising a family sometimes does that.)  We have brought in Sydney Mead from Habitate to help manage our airbnb and one of us can always be reached via text or phone if questions come up.  ",within a day,100,N/A,f,https://a2.muscache.com/im/pictures/a22aac1a-8496-4732-b0b3-04c6fd2fb490.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/a22aac1a-8496-4732-b0b3-04c6fd2fb490.jpg?aki_policy=profile_x_medium,Hosford-Abernethy,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
1275462,https://www.airbnb.com/users/show/1275462,"Ivy, Azure & Hisayuki",2011-10-11,"We are a couple with a 4-year old daughter that rules.  Together we have lived in San Francisco, Honolulu, and now Portland.  Hisayuki is an engineer originally from Japan, Ivy is an herbal mixologist  born in New Jersey to Taiwanese parents. Ivy owns a natural cosmetics store in NE Portland where she makes soaps, lotions, and other personal care products. Azure is a mutt who is into interpretive dancing, gardening, and running laps in our kitchen. 

We opened our home to AirBnB guests in 2014, and loved the experience! We took a break in 2015, to do some big home renovation projects, and are excited to be able to welcome guests again this year.",within a few hours,90,N/A,f,https://a0.muscache.com/im/users/1275462/profile_pic/1402691524/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1275462/profile_pic/1402691524/original.jpg?aki_policy=profile_x_medium,Vernon,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
88573402,https://www.airbnb.com/users/show/88573402,Skye,2016-08-07,"I own and operate a home based sewing and design business. In my spare time, I run a produce gleaning program for the needy. I enjoy backpacking and bikepacking on long trips into the remote wilderness.",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/08d5dc6d-b382-4a7c-9b60-56c7123e6a03.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/08d5dc6d-b382-4a7c-9b60-56c7123e6a03.jpg?aki_policy=profile_x_medium,Richmond,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,Portland, Oregon, United States
58599742,https://www.airbnb.com/users/show/58599742,Kristy,2016-02-13,"I'm a nature lover who loves hiking to waterfalls, relaxing on a tranquil lake and camping by a river. I love music, good food and wine and enjoying the company of friends. A perfect day for me starts with a paddle board float with my dog and my kid followed by an afternoon of lounging in my backyard with a refreshing beverage while my husband is cooking on the grill. ",within a few hours,100,N/A,t,https://a2.muscache.com/im/pictures/bd7bafbc-e273-4a62-9af7-46d96e613391.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/bd7bafbc-e273-4a62-9af7-46d96e613391.jpg?aki_policy=profile_x_medium,South Tabor,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,Portland, Oregon, United States
83619132,https://www.airbnb.com/users/show/83619132,E.B.,2016-07-13,I am a retired software  engineer. I live in the Pacific NW and travel a lot. I love Portland and I love exploring new cities and countries. ,within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/718e3bb7-2a2a-4e28-8afd-a4c6c37f5459.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/718e3bb7-2a2a-4e28-8afd-a4c6c37f5459.jpg?aki_policy=profile_x_medium,Downtown,2,2,"['phone', 'google', 'reviews']",t,f,2,Portland, Oregon, United States
11237447,https://www.airbnb.com/users/show/11237447,Clare & Peter,2014-01-12,"After a visit to Portland a number of years ago, Peter and Clare, both retired teachers, fell in love with the area and decided to make it their home. The city itself and nearby ocean and mountains more than satisfy their many cultural and outdoor interests. They are especially passionate about music and travel. Having really enjoyed connecting with their airbnb hosts, they decided to start their own and look forward to hosting folks from all over the globe. ",N/A,,N/A,f,https://a2.muscache.com/im/pictures/f1854c05-7f6e-47d3-946b-c2279556d7f2.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/f1854c05-7f6e-47d3-946b-c2279556d7f2.jpg?aki_policy=profile_x_medium,Sellwood-Moreland,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
918850,https://www.airbnb.com/users/show/918850,Nancy,2011-08-03,"I am an educator who has worked for years as a teacher, administrator and currently on State-wide projects. Joe is a management consultant with a company called ""Solid Ground Consulting"" (check him out on-line).
Joe and I celebrate 25 years of marriage this summer (2013), and love travel, films, books, food, learning, and each other.  Our four kids are involved in careers all over the globe:  Thailand, Boston, New York and even one in Portland with a one-year old sweet, sweet baby! 
We love hosting guests and socializing in general, but have a quiet, very separate space for our Airbnb guests and only see them when we all make the effort.",within an hour,100,N/A,f,https://a1.muscache.com/im/users/918850/profile_pic/1405640120/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/918850/profile_pic/1405640120/original.jpg?aki_policy=profile_x_medium,Northwest District,3,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,3,Portland, Oregon, United States
25176071,https://www.airbnb.com/users/show/25176071,Lathen & Anne-Marie,2014-12-25,"Lathen is a real estate agent and Anne-Marie is a CPA. We absolutely enjoy living in Portland!  We LOVE food, travel, the outdoors, and enjoying the city.  We've been at our house in West Hills/Hillsdale for about a year and we're grateful for Airbnb for giving us the opportunity to meet people from all over the world!  
",within an hour,100,N/A,f,https://a2.muscache.com/im/users/25176071/profile_pic/1426321531/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/25176071/profile_pic/1426321531/original.jpg?aki_policy=profile_x_medium,Hillsdale,1,1,"['email', 'phone', 'reviews']",t,f,1,Portland, Oregon, United States
26900252,https://www.airbnb.com/users/show/26900252,Zanetta,2015-01-29,"  I am a 62 year old open minded lady that has lived in Portland since 1964.  I am originally from Minneapolis Minnesota.  I enjoy gardening, walking, reading, live theater and family.  I am friendly and will make you feel at home.  ",within an hour,91,N/A,t,https://a2.muscache.com/im/pictures/a298e618-81e9-48b7-b39d-4df2c395b17e.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/a298e618-81e9-48b7-b39d-4df2c395b17e.jpg?aki_policy=profile_x_medium,Kenton,1,1,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id']",t,t,1,Portland, Oregon, United States
86964129,https://www.airbnb.com/users/show/86964129,Meghan,2016-07-30,"I am a lover of historic architecture and I enjoy living in my 1889 Queen Anne Victorian. I work in the health field and teach at several local universities. I am also a painter and work in my studio in my house. My dog,Ananda, and cat, Kitty Mao Mao also share the space.  I love just sitting out on the back porch with a cup of French Roast and enjoying the  garden. And Portland Oregon is a great place to live!!",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/39d7c091-82e7-4a78-9c87-6dfe6d2d11dc.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/39d7c091-82e7-4a78-9c87-6dfe6d2d11dc.jpg?aki_policy=profile_x_medium,N. Tabor,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
45394187,https://www.airbnb.com/users/show/45394187,Rhonda,2015-09-29,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/dcf0e69d-83d2-4c1d-980f-2819f5ef8e27.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/dcf0e69d-83d2-4c1d-980f-2819f5ef8e27.jpg?aki_policy=profile_x_medium,Hillsdale,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Hallandale Beach, Florida, United States
29047180,https://www.airbnb.com/users/show/29047180,Morgan,2015-03-09,"I’m a jazz musician and former Californian. And I am happy to be living in smart and politically-progressive Portland, Oregon.  I enjoy crossword puzzling, keeping up with Portland's exciting food and drink scene and taking regional road trips with my dog, Cooper.

My home, Ivon Street Studio, was designed and built for creative activity. It's a laboratory for music and architecture.  I host and record music workshops and house performances for local jazz musicians and spoken word artists.  And my housemate, Michelle, operates a sustainable-architecture firm on the ground floor here as well.

Michelle and I are warm and friendly people, eager to share both our home and knowledge of Portland’s best places to eat, drink, and play.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/29047180/profile_pic/1442432089/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29047180/profile_pic/1442432089/original.jpg?aki_policy=profile_x_medium,Hosford-Abernethy,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
10126823,https://www.airbnb.com/users/show/10126823,Nile,2013-11-19,"I am a lifelong Portland resident, born and raised here with a couple of years spent living in France to break things up.  I graduated from Portland State and today I run a bookstore with my Father and am a photographer.  I love to travel and have had some great experiences with airbnb so far.

As for traveling, I am very independent and, while I enjoy getting to know new people, most of my favorite experiences are exploring new areas without a real agenda and my camera in hand.  ",within an hour,100,N/A,f,https://a2.muscache.com/im/users/10126823/profile_pic/1390599870/original.jpg?aki_policy=profile_small,https://a2.muscache.com/im/users/10126823/profile_pic/1390599870/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
11842430,https://www.airbnb.com/users/show/11842430,Tanya,2014-02-01,"I practice medicine at an Urgent Care in Portland, Oregon, and Dave owns a successful gym in our neighborhood. We have lived in Portland for over 13 years and enjoy being Oregonians for its beauty, adventure, simplicity, green, organic, and innovative ways. We love to travel, take road trips, hike, camp, do trail runs and explore off-roading trails with our Rubicon and Xterra. We appreciate the food culture and Mecca of breweries and fine cocktails that Portland is known for. We are excited to share our home and hope you can see the sites and wonders that has put Portland on the map as best city in the U.S. ",within an hour,100,N/A,t,https://a2.muscache.com/im/pictures/91668d5c-dee1-47a1-a5e4-37f2ee75a18b.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/91668d5c-dee1-47a1-a5e4-37f2ee75a18b.jpg?aki_policy=profile_x_medium,South Portland,2,2,"['email', 'phone', 'reviews', 'kba']",t,t,2,Portland, Oregon, United States
65793848,https://www.airbnb.com/users/show/65793848,Sarah,2016-04-04,"",within a day,50,N/A,t,https://a2.muscache.com/im/pictures/15d08186-4453-4fc0-9a87-028226eaefa8.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/15d08186-4453-4fc0-9a87-028226eaefa8.jpg?aki_policy=profile_x_medium,Northwest District,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
31992011,https://www.airbnb.com/users/show/31992011,Ben & Melissa,2015-04-26,"",within an hour,100,N/A,f,https://a2.muscache.com/im/pictures/1f63920c-9b3e-42a5-a589-2f44d24b49bf.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/1f63920c-9b3e-42a5-a589-2f44d24b49bf.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,1,Portland, Oregon, United States
3022845,https://www.airbnb.com/users/show/3022845,Joel,2012-07-22,"I am a retired physician who has been active in hosting and an experienced landlord.  I have rented out parts of my house for 30 years, which has been a very positive experience.  I get very energized by meeting new people and in maintaining connection with community.
I am partnered with Kelly for the last 20 yrs.  He works for the airlines so I get to fly a lot using his benefit. It also means that he occasionally has very early mornings, so we tend to go to bed between 10 and 11 and get up early.   The 3rd floor is right above us, so we appreciate people being quiet after that time.
The 3rd floor also has very dramatic windows but with unusually low window sills and I am very uncomfortable having younger kids up there. We love having kids in the house otherwise.
I have lived in Europe for a number of years, mainly in Sweden. I am passionate about choral music and sing in a number of really good choirs.
Our house is smoke free. We prefer more than a one night stay.
I do give preference to people with a more complete profile and to those with more references.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/3022845/profile_pic/1407951745/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3022845/profile_pic/1407951745/original.jpg?aki_policy=profile_x_medium,Northwest District,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba', 'government_id']",t,t,2,Portland, Oregon, United States
32256,https://www.airbnb.com/users/show/32256,Deanna,2009-08-18,"I was born in San Diego, and moved to Kona, Hawaii with my family when I was 10. I came to Oregon for college in 1997 and have lived here off and on since then, most recently since 2006. I like to do a lot of things- outdoors, concerts, eating good food etc. I am vegan and a bit of an environmentalist. I am into recycling and creating as minimal waste as possible. I am progressive and open to change and new experiences.",within a day,90,N/A,f,https://a1.muscache.com/im/users/32256/profile_pic/1341343834/original.jpg?aki_policy=profile_small,https://a1.muscache.com/im/users/32256/profile_pic/1341343834/original.jpg?aki_policy=profile_x_medium,Irvington,1,1,"['email', 'phone', 'facebook', 'reviews']",t,f,1,Portland, Oregon, United States
11233426,https://www.airbnb.com/users/show/11233426,Jennifer,2014-01-12,"I am a 3rd generation Portland native who loves to travel and host other travelers. My goal is to provide a comfortable and cozy home away from home for my guests.

",within an hour,100,N/A,t,https://a2.muscache.com/im/pictures/d19773cb-9371-4db8-be4a-0017d27a4979.jpg?aki_policy=profile_small,https://a2.muscache.com/im/pictures/d19773cb-9371-4db8-be4a-0017d27a4979.jpg?aki_policy=profile_x_medium,Kerns,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
345461,https://www.airbnb.com/users/show/345461,Michael,2011-01-13,"We live in Portland, Oregon-- we enjoy classical and jazz music, the museums, hiking and the fabulous restaurants. I am a retired pharmacist and my wife is a health care writer with her own web based journal. We have travelled all over the world in the 20 years of our marriage with our favorite countries being Peru, Iran, India and Myanmar and try to use Airbnb hosts whenever we can.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/345461/profile_pic/1341551636/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/345461/profile_pic/1341551636/original.jpg?aki_policy=profile_x_medium,Eastmoreland,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,1,Portland, Oregon, United States
2687437,https://www.airbnb.com/users/show/2687437,Diana,2012-06-19,"From Boise, Idaho and own two rentals on SW 11th (Mosaic and Benson) in Portland. 
(URL HIDDEN)
Blazer and Ducks enthusiasts along with lover of cats and motorcycles.",within an hour,100,N/A,t,https://a0.muscache.com/im/users/2687437/profile_pic/1340325122/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2687437/profile_pic/1340325122/original.jpg?aki_policy=profile_x_medium,Downtown,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,1,Boise, Idaho, United States
